Id,Category
2020,TVProgram-Play
2021,Radio-Listen
2022,TVProgram-Play
2023,HomeAppliance-Control
2024,Weather-Query
2025,Music-Play
2026,Weather-Query
2027,FilmTele-Play
2028,Video-Play
2029,FilmTele-Play
2030,Weather-Query
2031,Radio-Listen
2032,Travel-Query
2033,Other
2034,FilmTele-Play
2035,TVProgram-Play
2036,Music-Play
2037,Alarm-Update
2038,Calendar-Query
2039,HomeAppliance-Control
2040,Other
2041,Other
2042,Calendar-Query
2043,Alarm-Update
2044,Calendar-Query
2045,Calendar-Query
2046,Travel-Query
2047,HomeAppliance-Control
2048,Video-Play
2049,FilmTele-Play
2050,FilmTele-Play
2051,Other
2052,Music-Play
2053,HomeAppliance-Control
2054,Other
2055,HomeAppliance-Control
2056,Calendar-Query
2057,Other
2058,Music-Play
2059,Radio-Listen
2060,TVProgram-Play
2061,HomeAppliance-Control
2062,TVProgram-Play
2063,Weather-Query
2064,Travel-Query
2065,TVProgram-Play
2066,Travel-Query
2067,Other
2068,Video-Play
2069,Alarm-Update
2070,HomeAppliance-Control
2071,Music-Play
2072,TVProgram-Play
2073,Audio-Play
2074,Music-Play
2075,FilmTele-Play
2076,Calendar-Query
2077,HomeAppliance-Control
2078,Calendar-Query
2079,Video-Play
2080,Other
2081,Calendar-Query
2082,Music-Play
2083,Alarm-Update
2084,Video-Play
2085,Travel-Query
2086,FilmTele-Play
2087,Radio-Listen
2088,Alarm-Update
2089,Music-Play
2090,Alarm-Update
2091,Calendar-Query
2092,Audio-Play
2093,Weather-Query
2094,Travel-Query
2095,Music-Play
2096,Radio-Listen
2097,Calendar-Query
2098,Audio-Play
2099,Radio-Listen
2100,Alarm-Update
2101,Music-Play
2102,HomeAppliance-Control
2103,Video-Play
2104,Radio-Listen
2105,Alarm-Update
2106,TVProgram-Play
2107,Radio-Listen
2108,FilmTele-Play
2109,Audio-Play
2110,Weather-Query
2111,Other
2112,FilmTele-Play
2113,Weather-Query
2114,Audio-Play
2115,Calendar-Query
2116,Travel-Query
2117,Calendar-Query
2118,Audio-Play
2119,Audio-Play
2120,HomeAppliance-Control
2121,FilmTele-Play
2122,Audio-Play
2123,TVProgram-Play
2124,FilmTele-Play
2125,Music-Play
2126,Other
2127,Alarm-Update
2128,Audio-Play
2129,Calendar-Query
2130,Music-Play
2131,Calendar-Query
2132,Travel-Query
2133,Audio-Play
2134,Alarm-Update
2135,Audio-Play
2136,Audio-Play
2137,Travel-Query
2138,Music-Play
2139,Other
2140,Music-Play
2141,Radio-Listen
2142,Video-Play
2143,Alarm-Update
2144,Other
2145,Alarm-Update
2146,Calendar-Query
2147,Travel-Query
2148,Weather-Query
2149,FilmTele-Play
2150,FilmTele-Play
2151,Calendar-Query
2152,Calendar-Query
2153,Music-Play
2154,Video-Play
2155,Video-Play
2156,Other
2157,Audio-Play
2158,Calendar-Query
2159,Other
2160,Travel-Query
2161,HomeAppliance-Control
2162,Calendar-Query
2163,Other
2164,Video-Play
2165,Radio-Listen
2166,Audio-Play
2167,Weather-Query
2168,Travel-Query
2169,Radio-Listen
2170,Radio-Listen
2171,Weather-Query
2172,TVProgram-Play
2173,Calendar-Query
2174,Video-Play
2175,Weather-Query
2176,Travel-Query
2177,Other
2178,Music-Play
2179,Other
2180,Video-Play
2181,HomeAppliance-Control
2182,Video-Play
2183,Travel-Query
2184,Weather-Query
2185,Music-Play
2186,Other
2187,Video-Play
2188,TVProgram-Play
2189,Video-Play
2190,Alarm-Update
2191,Calendar-Query
2192,Travel-Query
2193,Radio-Listen
2194,Calendar-Query
2195,Audio-Play
2196,TVProgram-Play
2197,Travel-Query
2198,HomeAppliance-Control
2199,Other
2200,Video-Play
2201,FilmTele-Play
2202,Video-Play
2203,FilmTele-Play
2204,Weather-Query
2205,Travel-Query
2206,Audio-Play
2207,Travel-Query
2208,Alarm-Update
2209,Radio-Listen
2210,Music-Play
2211,Travel-Query
2212,TVProgram-Play
2213,Travel-Query
2214,Alarm-Update
2215,Other
2216,FilmTele-Play
2217,TVProgram-Play
2218,Video-Play
2219,Weather-Query
2220,Video-Play
2221,Video-Play
2222,Travel-Query
2223,Travel-Query
2224,Video-Play
2225,Video-Play
2226,HomeAppliance-Control
2227,Alarm-Update
2228,TVProgram-Play
2229,TVProgram-Play
2230,Calendar-Query
2231,Audio-Play
2232,Music-Play
2233,Alarm-Update
2234,Travel-Query
2235,Music-Play
2236,Other
2237,Music-Play
2238,TVProgram-Play
2239,Travel-Query
2240,FilmTele-Play
2241,Other
2242,Alarm-Update
2243,Other
2244,Audio-Play
2245,Travel-Query
2246,Radio-Listen
2247,HomeAppliance-Control
2248,Audio-Play
2249,Other
2250,Travel-Query
2251,Radio-Listen
2252,Alarm-Update
2253,HomeAppliance-Control
2254,Other
2255,Video-Play
2256,Travel-Query
2257,Calendar-Query
2258,Audio-Play
2259,Music-Play
2260,HomeAppliance-Control
2261,Video-Play
2262,Video-Play
2263,FilmTele-Play
2264,TVProgram-Play
2265,Music-Play
2266,Radio-Listen
2267,HomeAppliance-Control
2268,Audio-Play
2269,Calendar-Query
2270,Other
2271,Video-Play
2272,Music-Play
2273,Radio-Listen
2274,HomeAppliance-Control
2275,FilmTele-Play
2276,Other
2277,Calendar-Query
2278,TVProgram-Play
2279,Music-Play
2280,FilmTele-Play
2281,Calendar-Query
2282,FilmTele-Play
2283,Alarm-Update
2284,Alarm-Update
2285,Video-Play
2286,Music-Play
2287,FilmTele-Play
2288,Radio-Listen
2289,Video-Play
2290,Calendar-Query
2291,Other
2292,Calendar-Query
2293,HomeAppliance-Control
2294,FilmTele-Play
2295,FilmTele-Play
2296,Weather-Query
2297,Other
2298,Calendar-Query
2299,TVProgram-Play
2300,Music-Play
2301,FilmTele-Play
2302,Music-Play
2303,Travel-Query
2304,Weather-Query
2305,TVProgram-Play
2306,FilmTele-Play
2307,Other
2308,Radio-Listen
2309,Audio-Play
2310,Weather-Query
2311,Video-Play
2312,Music-Play
2313,FilmTele-Play
2314,FilmTele-Play
2315,Weather-Query
2316,Other
2317,Music-Play
2318,FilmTele-Play
2319,HomeAppliance-Control
2320,Alarm-Update
2321,Video-Play
2322,FilmTele-Play
2323,Audio-Play
2324,Video-Play
2325,Travel-Query
2326,Travel-Query
2327,Music-Play
2328,Other
2329,Music-Play
2330,Audio-Play
2331,Travel-Query
2332,Travel-Query
2333,Music-Play
2334,FilmTele-Play
2335,Radio-Listen
2336,Travel-Query
2337,Video-Play
2338,TVProgram-Play
2339,Audio-Play
2340,Travel-Query
2341,TVProgram-Play
2342,Audio-Play
2343,Other
2344,Calendar-Query
2345,Calendar-Query
2346,Calendar-Query
2347,FilmTele-Play
2348,Audio-Play
2349,Alarm-Update
2350,Weather-Query
2351,Calendar-Query
2352,Other
2353,HomeAppliance-Control
2354,Weather-Query
2355,Audio-Play
2356,Calendar-Query
2357,Alarm-Update
2358,HomeAppliance-Control
2359,TVProgram-Play
2360,Radio-Listen
2361,Calendar-Query
2362,Video-Play
2363,Music-Play
2364,Other
2365,Other
2366,TVProgram-Play
2367,Travel-Query
2368,Video-Play
2369,Radio-Listen
2370,Other
2371,Radio-Listen
2372,Other
2373,Audio-Play
2374,Calendar-Query
2375,Music-Play
2376,Video-Play
2377,Music-Play
2378,Radio-Listen
2379,FilmTele-Play
2380,TVProgram-Play
2381,Alarm-Update
2382,HomeAppliance-Control
2383,Weather-Query
2384,Travel-Query
2385,Other
2386,TVProgram-Play
2387,Alarm-Update
2388,TVProgram-Play
2389,Alarm-Update
2390,Audio-Play
2391,Other
2392,Weather-Query
2393,Music-Play
2394,Video-Play
2395,TVProgram-Play
2396,Video-Play
2397,Weather-Query
2398,Music-Play
2399,Alarm-Update
2400,Other
2401,TVProgram-Play
2402,Music-Play
2403,FilmTele-Play
2404,Video-Play
2405,HomeAppliance-Control
2406,Other
2407,Calendar-Query
2408,FilmTele-Play
2409,Weather-Query
2410,TVProgram-Play
2411,Alarm-Update
2412,Other
2413,Other
2414,Music-Play
2415,Calendar-Query
2416,Other
2417,TVProgram-Play
2418,Travel-Query
2419,Other
2420,Radio-Listen
2421,Travel-Query
2422,Other
2423,Audio-Play
2424,Radio-Listen
2425,Other
2426,Weather-Query
2427,Radio-Listen
2428,Calendar-Query
2429,HomeAppliance-Control
2430,Calendar-Query
2431,HomeAppliance-Control
2432,Calendar-Query
2433,Music-Play
2434,Alarm-Update
2435,TVProgram-Play
2436,Alarm-Update
2437,FilmTele-Play
2438,Other
2439,Travel-Query
2440,HomeAppliance-Control
2441,HomeAppliance-Control
2442,Travel-Query
2443,Other
2444,Other
2445,HomeAppliance-Control
2446,Video-Play
2447,Travel-Query
2448,Other
2449,Alarm-Update
2450,Alarm-Update
2451,Music-Play
2452,Video-Play
2453,Travel-Query
2454,HomeAppliance-Control
2455,Weather-Query
2456,Calendar-Query
2457,Other
2458,FilmTele-Play
2459,Video-Play
2460,Weather-Query
2461,FilmTele-Play
2462,Video-Play
2463,FilmTele-Play
2464,Video-Play
2465,Radio-Listen
2466,Calendar-Query
2467,Weather-Query
2468,Calendar-Query
2469,Other
2470,Video-Play
2471,Radio-Listen
2472,Music-Play
2473,Video-Play
2474,Travel-Query
2475,Alarm-Update
2476,Calendar-Query
2477,Music-Play
2478,Other
2479,Video-Play
2480,FilmTele-Play
2481,Travel-Query
2482,Radio-Listen
2483,Audio-Play
2484,Travel-Query
2485,Audio-Play
2486,Music-Play
2487,Video-Play
2488,Video-Play
2489,FilmTele-Play
2490,Video-Play
2491,Music-Play
2492,Audio-Play
2493,Calendar-Query
2494,Calendar-Query
2495,Alarm-Update
2496,Radio-Listen
2497,Calendar-Query
2498,Alarm-Update
2499,Calendar-Query
2500,Travel-Query
2501,Other
2502,TVProgram-Play
2503,Music-Play
2504,FilmTele-Play
2505,FilmTele-Play
2506,Audio-Play
2507,Video-Play
2508,Radio-Listen
2509,Other
2510,FilmTele-Play
2511,FilmTele-Play
2512,Audio-Play
2513,TVProgram-Play
2514,Calendar-Query
2515,Music-Play
2516,Music-Play
2517,Video-Play
2518,Weather-Query
2519,TVProgram-Play
2520,Video-Play
2521,Weather-Query
2522,Radio-Listen
2523,FilmTele-Play
2524,Other
2525,HomeAppliance-Control
2526,HomeAppliance-Control
2527,Music-Play
2528,HomeAppliance-Control
2529,Music-Play
2530,Other
2531,Alarm-Update
2532,TVProgram-Play
2533,Music-Play
2534,TVProgram-Play
2535,Calendar-Query
2536,Other
2537,Other
2538,FilmTele-Play
2539,Other
2540,Calendar-Query
2541,Audio-Play
2542,Radio-Listen
2543,HomeAppliance-Control
2544,Video-Play
2545,Travel-Query
2546,Audio-Play
2547,FilmTele-Play
2548,Other
2549,HomeAppliance-Control
2550,Weather-Query
2551,Weather-Query
2552,Alarm-Update
2553,TVProgram-Play
2554,Music-Play
2555,TVProgram-Play
2556,FilmTele-Play
2557,Other
2558,Calendar-Query
2559,Video-Play
2560,Music-Play
2561,Other
2562,Other
2563,Travel-Query
2564,Weather-Query
2565,HomeAppliance-Control
2566,Radio-Listen
2567,TVProgram-Play
2568,Travel-Query
2569,Other
2570,TVProgram-Play
2571,Travel-Query
2572,Calendar-Query
2573,Calendar-Query
2574,Other
2575,Video-Play
2576,TVProgram-Play
2577,FilmTele-Play
2578,Video-Play
2579,Radio-Listen
2580,Video-Play
2581,Music-Play
2582,Video-Play
2583,Radio-Listen
2584,Video-Play
2585,Weather-Query
2586,Music-Play
2587,Alarm-Update
2588,Travel-Query
2589,HomeAppliance-Control
2590,FilmTele-Play
2591,Calendar-Query
2592,TVProgram-Play
2593,Video-Play
2594,Audio-Play
2595,Other
2596,FilmTele-Play
2597,Other
2598,Radio-Listen
2599,Calendar-Query
2600,Calendar-Query
2601,Music-Play
2602,Radio-Listen
2603,Travel-Query
2604,Weather-Query
2605,Video-Play
2606,Travel-Query
2607,HomeAppliance-Control
2608,Video-Play
2609,Alarm-Update
2610,FilmTele-Play
2611,Other
2612,Music-Play
2613,FilmTele-Play
2614,FilmTele-Play
2615,Radio-Listen
2616,FilmTele-Play
2617,Calendar-Query
2618,FilmTele-Play
2619,Other
2620,Alarm-Update
2621,Alarm-Update
2622,Other
2623,Video-Play
2624,Other
2625,TVProgram-Play
2626,Calendar-Query
2627,Video-Play
2628,FilmTele-Play
2629,FilmTele-Play
2630,Travel-Query
2631,Audio-Play
2632,Alarm-Update
2633,Music-Play
2634,Calendar-Query
2635,Alarm-Update
2636,Video-Play
2637,Other
2638,HomeAppliance-Control
2639,FilmTele-Play
2640,Calendar-Query
2641,Music-Play
2642,Video-Play
2643,FilmTele-Play
2644,FilmTele-Play
2645,Radio-Listen
2646,FilmTele-Play
2647,Audio-Play
2648,Travel-Query
2649,Alarm-Update
2650,HomeAppliance-Control
2651,Radio-Listen
2652,Music-Play
2653,Weather-Query
2654,Alarm-Update
2655,Calendar-Query
2656,Travel-Query
2657,Alarm-Update
2658,Weather-Query
2659,Other
2660,HomeAppliance-Control
2661,TVProgram-Play
2662,Other
2663,Audio-Play
2664,Audio-Play
2665,Weather-Query
2666,Weather-Query
2667,HomeAppliance-Control
2668,FilmTele-Play
2669,FilmTele-Play
2670,Video-Play
2671,Radio-Listen
2672,Alarm-Update
2673,Travel-Query
2674,Weather-Query
2675,Video-Play
2676,FilmTele-Play
2677,TVProgram-Play
2678,Calendar-Query
2679,Calendar-Query
2680,Radio-Listen
2681,Alarm-Update
2682,Calendar-Query
2683,Music-Play
2684,Weather-Query
2685,Alarm-Update
2686,TVProgram-Play
2687,FilmTele-Play
2688,Calendar-Query
2689,Radio-Listen
2690,Music-Play
2691,Weather-Query
2692,Calendar-Query
2693,Calendar-Query
2694,Weather-Query
2695,Travel-Query
2696,HomeAppliance-Control
2697,Alarm-Update
2698,FilmTele-Play
2699,TVProgram-Play
2700,Audio-Play
2701,Music-Play
2702,Alarm-Update
2703,Calendar-Query
2704,Travel-Query
2705,Other
2706,Video-Play
2707,Music-Play
2708,FilmTele-Play
2709,FilmTele-Play
2710,Music-Play
2711,Music-Play
2712,Weather-Query
2713,Radio-Listen
2714,Calendar-Query
2715,HomeAppliance-Control
2716,Audio-Play
2717,Travel-Query
2718,FilmTele-Play
2719,FilmTele-Play
2720,Travel-Query
2721,Audio-Play
2722,Other
2723,Radio-Listen
2724,Music-Play
2725,Travel-Query
2726,Calendar-Query
2727,TVProgram-Play
2728,TVProgram-Play
2729,FilmTele-Play
2730,HomeAppliance-Control
2731,Music-Play
2732,Music-Play
2733,FilmTele-Play
2734,Music-Play
2735,Video-Play
2736,Audio-Play
2737,Alarm-Update
2738,Other
2739,Audio-Play
2740,Other
2741,FilmTele-Play
2742,Travel-Query
2743,Other
2744,Other
2745,Other
2746,Radio-Listen
2747,Music-Play
2748,Video-Play
2749,Audio-Play
2750,HomeAppliance-Control
2751,HomeAppliance-Control
2752,TVProgram-Play
2753,Weather-Query
2754,Weather-Query
2755,Radio-Listen
2756,FilmTele-Play
2757,Music-Play
2758,TVProgram-Play
2759,Radio-Listen
2760,Alarm-Update
2761,FilmTele-Play
2762,Calendar-Query
2763,Video-Play
2764,Calendar-Query
2765,Weather-Query
2766,Other
2767,FilmTele-Play
2768,TVProgram-Play
2769,Video-Play
2770,Travel-Query
2771,Video-Play
2772,Travel-Query
2773,Alarm-Update
2774,Radio-Listen
2775,Weather-Query
2776,Video-Play
2777,TVProgram-Play
2778,Other
2779,Music-Play
2780,Weather-Query
2781,Travel-Query
2782,Weather-Query
2783,Audio-Play
2784,Radio-Listen
2785,Audio-Play
2786,Other
2787,Other
2788,Other
2789,Music-Play
2790,Video-Play
2791,Other
2792,Audio-Play
2793,Other
2794,Music-Play
2795,Alarm-Update
2796,TVProgram-Play
2797,FilmTele-Play
2798,Alarm-Update
2799,Calendar-Query
2800,Calendar-Query
2801,TVProgram-Play
2802,Travel-Query
2803,Other
2804,Calendar-Query
2805,Video-Play
2806,Video-Play
2807,Video-Play
2808,Audio-Play
2809,Radio-Listen
2810,Audio-Play
2811,Weather-Query
2812,Weather-Query
2813,Alarm-Update
2814,Audio-Play
2815,Video-Play
2816,Other
2817,Video-Play
2818,HomeAppliance-Control
2819,Video-Play
2820,HomeAppliance-Control
2821,Weather-Query
2822,Radio-Listen
2823,Weather-Query
2824,Music-Play
2825,Weather-Query
2826,FilmTele-Play
2827,Weather-Query
2828,Calendar-Query
2829,Alarm-Update
2830,Video-Play
2831,Alarm-Update
2832,Music-Play
2833,FilmTele-Play
2834,HomeAppliance-Control
2835,Travel-Query
2836,FilmTele-Play
2837,Radio-Listen
2838,Other
2839,Calendar-Query
2840,Other
2841,TVProgram-Play
2842,FilmTele-Play
2843,FilmTele-Play
2844,Music-Play
2845,Other
2846,Weather-Query
2847,Weather-Query
2848,Weather-Query
2849,Music-Play
2850,Audio-Play
2851,Video-Play
2852,Calendar-Query
2853,Alarm-Update
2854,Calendar-Query
2855,Other
2856,Other
2857,Calendar-Query
2858,Audio-Play
2859,Other
2860,Radio-Listen
2861,TVProgram-Play
2862,Other
2863,Alarm-Update
2864,Calendar-Query
2865,Radio-Listen
2866,Video-Play
2867,Video-Play
2868,Calendar-Query
2869,Calendar-Query
2870,Music-Play
2871,Travel-Query
2872,FilmTele-Play
2873,Alarm-Update
2874,FilmTele-Play
2875,Other
2876,Radio-Listen
2877,HomeAppliance-Control
2878,TVProgram-Play
2879,Travel-Query
2880,Radio-Listen
2881,Music-Play
2882,TVProgram-Play
2883,Travel-Query
2884,Music-Play
2885,Other
2886,FilmTele-Play
2887,Video-Play
2888,Travel-Query
2889,Video-Play
2890,Calendar-Query
2891,Music-Play
2892,Radio-Listen
2893,Audio-Play
2894,HomeAppliance-Control
2895,Travel-Query
2896,Radio-Listen
2897,TVProgram-Play
2898,FilmTele-Play
2899,Video-Play
2900,Video-Play
2901,Radio-Listen
2902,Radio-Listen
2903,Travel-Query
2904,HomeAppliance-Control
2905,Alarm-Update
2906,Travel-Query
2907,Travel-Query
2908,Music-Play
2909,HomeAppliance-Control
2910,Radio-Listen
2911,Calendar-Query
2912,Weather-Query
2913,Alarm-Update
2914,Alarm-Update
2915,FilmTele-Play
2916,FilmTele-Play
2917,HomeAppliance-Control
2918,Other
2919,Travel-Query
2920,HomeAppliance-Control
2921,Radio-Listen
2922,FilmTele-Play
2923,Radio-Listen
2924,Travel-Query
2925,HomeAppliance-Control
2926,Weather-Query
2927,Video-Play
2928,Radio-Listen
2929,FilmTele-Play
2930,FilmTele-Play
2931,Audio-Play
2932,Radio-Listen
2933,Alarm-Update
2934,Weather-Query
2935,Other
2936,TVProgram-Play
2937,Calendar-Query
2938,HomeAppliance-Control
2939,Weather-Query
2940,TVProgram-Play
2941,Video-Play
2942,Music-Play
2943,Calendar-Query
2944,Music-Play
2945,Alarm-Update
2946,Travel-Query
2947,HomeAppliance-Control
2948,Other
2949,Weather-Query
2950,Weather-Query
2951,Video-Play
2952,HomeAppliance-Control
2953,FilmTele-Play
2954,FilmTele-Play
2955,FilmTele-Play
2956,Music-Play
2957,Weather-Query
2958,Weather-Query
2959,Travel-Query
2960,Weather-Query
2961,Video-Play
2962,FilmTele-Play
2963,Radio-Listen
2964,Calendar-Query
2965,Radio-Listen
2966,Video-Play
2967,Music-Play
2968,Video-Play
2969,TVProgram-Play
2970,Music-Play
2971,TVProgram-Play
2972,Video-Play
2973,Alarm-Update
2974,Video-Play
2975,Video-Play
2976,Other
2977,FilmTele-Play
2978,Audio-Play
2979,FilmTele-Play
2980,Other
2981,Travel-Query
2982,TVProgram-Play
2983,Audio-Play
2984,FilmTele-Play
2985,Other
2986,Other
2987,Other
2988,Radio-Listen
2989,Travel-Query
2990,Radio-Listen
2991,Other
2992,Music-Play
2993,Audio-Play
2994,Alarm-Update
2995,Alarm-Update
2996,Music-Play
2997,TVProgram-Play
2998,Music-Play
2999,Video-Play
3000,Weather-Query
